restaurant_name,menu_item_name,price,description
Pizza Hut Delivery,Pick@Mix pan pizza large,22.5,"'Devenez le chef cuisto et composez votre pizza: sauce au choix, mozzarella et 3 ingrédients au choix.'"
Pizza Hut Delivery,4 fromages pan pizza large,24.5,"""Emmental, fromage de chèvre, Fourme d'Ambert AOP, mozzarella, crème épaisse."""
Pizza Hut Delivery,Grimbergen pan pizza large,24.5,"""Jambon italien (parme), champignons, mozzarella, crème épaisse, fromage d'abbaye Grimbergen."""
Pizza Hut Delivery,Thon pan pizza large,24.5,"'Thon, olives noires, oignons rouges, persil, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Super Supreme pan pizza large,24.5,"'Viande de boeuf, viande de porc, jambon, saucisson pepperoni, champignons, poivrons vert, oignon, olives noires, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Falafel pan pizza large,24.5,"'Boulettes de falafel, coulis de basilic, tomates en dés, persil, sauce tomate, fromage vegan Violife.'"
Pizza Hut Delivery,Margherita classic pizza large,17.5,"'La pizza originale au four avec sauce tomate, mozzarella.'"
Pizza Hut Delivery,Pepperoni lovers classic pizza large,19.5,"'Saucisson pepperoni, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Cheesam classic pizza large,19.5,"'Ham, extra mozzarella, tomatensaus.'"
Pizza Hut Delivery,Garden lovers classic pizza large,20.5,"'Champignons, poivrons vert, oignon, dés de tomates, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Forestiere classic pizza large,20.5,"'Jambon, champignons, dés de tomates, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Hawaiian classic pizza large,22.5,"'Ananas, jambon, champignons, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Hot'n spicy classic pizza large,22.5,"'Viande de boeuf épicée, piments vert, oignon, dés de tomates, mozarella, sauce tomate.'"
Pizza Hut Delivery,Pepper classic pizza large,22.5,"'Viande de boeuf (double portion), tomates en dés, oignons rouges, sauce au poivre, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Sweet chicken curry classic pizza large,22.5,"'Poulet grillé, ananas, dés de tomates, sauce curry douce, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Chicken barbecue classic pizza large,22.5,"'Poulet grillé, champignons, poivrons vert, oignon, mozzarella, sauce barbecue.'"
Pizza Hut Delivery,Barbecue classic pizza large,22.5,"'Viande de boeuf (double), bacon fumé, oignon, mozzarella, sauce barbecue.'"
Pizza Hut Delivery,Chicken twist classic pizza large,22.5,"""Poulet kebab (halal), oignon, dés de tomates, sauce à l'ail douce, mozzarella, sauce tomate."""
Pizza Hut Delivery,Alsace classic pizza large,22.5,"""Lardons fumé, oignon, champignons, sauce a l'ail, mozzarella, sauce tomate."""
Pizza Hut Delivery,Supreme classic pizza large,22.5,"'Viande de boeuf, saucisson pepperoni, champignons, poivrons vert, oignon, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Pick@Mix classic pizza large,22.5,"'Devenez le chef cuisto et composez votre pizza: sauce au choix, mozzarella et 3 ingrédients au choix.'"
Pizza Hut Delivery,4 fromages classic pizza large,24.5,"""Emmental, fromage de chèvre, Fourme d'Ambert AOP, mozzarella, crème épaisse."""
Pizza Hut Delivery,Grimbergen classic pizza large,24.5,"""Jambon italien (parme), champignons, mozzarella, crème épaisse, fromage d'abbaye Grimbergen."""
Pizza Hut Delivery,Thon classic pizza large,24.5,"'Thon, olives noires, oignons rouges, persil, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Super supreme classic pizza large,24.5,"'Viande de boeuf, viande de porc, jambon, saucisson pepperoni, champignons, poivrons vert, oignon, olives noires, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Falafel classic pizza large,24.5,"'Boulettes de falafel, coulis de basilic, tomates en dés, persil, sauce tomate, fromage vegan Violife.'"
Pizza Hut Delivery,Margherita cheesy crust pizza large,19.4,"'La pizza originale au four avec sauce tomate, mozzarella.'"
Pizza Hut Delivery,Pepperoni lovers cheesy crust pizza large,21.4,"'Saucisson pepperoni, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Cheesam cheesy crust pizza large,21.4,"'Ham, extra mozzarella, tomatensaus.'"
Pizza Hut Delivery,Garden lovers cheesy crust pizza large,22.4,"'Champignons, poivrons vert, oignon, dés de tomates, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Forestiere cheesy crust pizza large,22.4,"'Jambon, champignons, dés de tomates, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Hawaiian cheesy crust pizza large,24.4,"'Ananas, jambon, champignons, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Hot'n spicy cheesy crust pizza large,24.4,"'Viande de boeuf épicée, piments vert, oignon, dés de tomates, mozarella, sauce tomate.'"
Pizza Hut Delivery,Pepper cheesy crust pizza large,24.4,"'Viande de boeuf (double portion), tomates en dés, oignons rouges, sauce au poivre, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Sweet chicken curry cheesy crust pizza large,24.4,"'Poulet grillé, ananas, dés de tomates, sauce curry douce, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Chicken barbecue cheesy crust pizza large,24.4,"'Poulet grillé, champignons, poivrons vert, oignon, mozzarella, sauce barbecue.'"
Pizza Hut Delivery,Barbecue cheesy crust pizza large,24.4,"'Viande de boeuf (double), bacon fumé, oignon, mozzarella, sauce barbecue.'"
Pizza Hut Delivery,Chicken twist cheesy crust pizza large,24.4,"""Poulet kebab (halal), oignon, dés de tomates, sauce à l'ail douce, mozzarella, sauce tomate."""
Pizza Hut Delivery,Alsace cheesy crust pizza large,24.4,"""Lardons fumé, oignon, champignons, sauce a l'ail, mozzarella, sauce tomate."""
Pizza Hut Delivery,Supreme cheesy crust pizza large,24.4,"'Viande de boeuf, saucisson pepperoni, champignons, poivrons vert, oignon, mozzarella, sauce tomate.'"
