primarySlug,longitude,latitude,postalCode
f3d385b3-f73b-4ac0-8180-25b761cc5667,4.39167,51.21027,2000.0
483919be-d30f-4dea-a0f6-bf85fd818085,3.18506,50.80944,8560.0
ce0e97da-13ee-4314-ad20-e7304b281725,4.4452253,51.2302825,2100.0
ca33c646-8032-440a-844a-868611c8193f,4.39916,51.20572,2018.0
1138a589-1ba1-4763-8a4c-d28ca4c7ad6d,3.7358828252085488,51.05678731784514,9000.0
bceb41c4-0704-4327-a876-d3248248de7b,4.41926,51.21907,2060.0
3ce8370b-714c-4aad-8134-384661d27aa4,4.47929,51.02961,2800.0
974b5fa6-0382-437c-bdcf-3fd2bcb733df,4.4305544,51.20759,2018.0
53bf9e77-28bb-44c4-ad67-a8530b9b6576,4.40099,51.22151,2000.0
ba6b26fc-76c2-473e-96a7-7052fbf5b5fa,4.45831,50.85059,1200.0
0d30bfbc-591b-5bad-a794-0a1fd1c65aa3,4.31065524696417,50.838824821040696,1070.0
ba64bca9-b370-47fb-b0a4-ba8917790f14,4.48913,51.29501,2930.0
0d362117-f818-4c11-97f7-94551c3c138d,4.6212279,50.7164845,1300.0
fdb12383-c29a-435e-b1db-9dc7d92a7905,4.35246,50.79235,1180.0
fed9b690-eaa4-4eb4-9acb-f03075f0b186,4.39766,50.71815,1410.0
c60d20b7-be96-5c59-be19-d1cd2900b41e,3.72638,51.03883,9000.0
f69395b4-fd3a-42dd-b1e7-516fcf7ec197,4.3899234,51.2025914,2018.0
a32e101e-041b-4b4c-855a-40da8183dd17,4.7000107,50.8789029,3000.0
da0efa19-1d71-5d67-b876-e0c23f8df045,4.33191,50.86479,1081.0
19e8eabb-7eaf-41a0-ab84-636bce37ec7e,4.4008,51.21981,2000.0
562e19c7-7300-428e-b766-66dfa100dcfa,4.431942,51.223766,2060.0
032d57f5-d900-5275-b0c5-264225527c31,5.32715,50.93305,3500.0
f7940bae-1799-4caf-ac35-1a2247852f55,4.43557,51.21485,2140.0
4e14f9cc-8611-4813-9d9b-9612290ac6fe,3.7437033,51.0358912,9050.0
4c8a9fef-c13f-4cc0-8636-ebfc67e7b11f,4.40938,51.21031,2018.0
d80c583c-7138-4af6-a475-7e4cd01c92c4,4.36032,50.89942,1020.0
dc2e01c3-6bbf-5255-9ef6-afdee2a5aa51,4.13993,51.1633,9100.0
b02edfcd-49d5-5571-a8ba-1890eac0c1b7,4.38874,51.20781,2000.0
6fedc8e9-bcf7-54ab-9a0e-9d58974cab7b,5.33807,50.9315,3500.0
22e41231-af0f-446a-8195-bb6c49050ba8,4.0396327,50.9381919,9300.0
27873a6b-40f2-4799-a85b-95c5d0bfc97b,4.39797,51.21918,2000.0
07f662f8-6a20-4503-8b71-cd0c7da922ac,3.22256,51.20841,8000.0
bee5929e-53f9-5b75-80f1-3a54a26ef606,3.7304391494760774,51.049731373687706,9000.0
75b7b5e8-c159-4ec6-8f7a-7443d1614b40,4.40379,51.21603,2000.0
7bc008b6-bb22-5166-82bf-7240cc1487df,4.13972,51.16364,9100.0
b15c7c02-b931-5dd9-abad-7d9bf940768d,4.31645,50.83657,1070.0
e183db4b-f82e-44a8-aa5c-8f4d2f3fe765,5.34283,50.80254,3840.0
01d3d742-5893-5668-b260-9d1f227db3d0,4.56921,51.12978,2500.0
09479c52-e2fc-5244-97a6-68212f321260,5.33928,50.93103,3500.0
765cd8ca-82bf-4796-af3b-c6abd19fce18,4.39865,51.21536,2000.0
3f6701ad-b61c-469f-bf15-4cdfa3763a46,4.3962038,51.1726832,2610.0
0f8904b3-9407-4d1e-a060-1efc6e58687e,4.48426,51.0266,2800.0
bf9233be-279a-4657-8abe-5595bf5e2041,4.0384412,50.9381032,9300.0
b6592756-45fd-5a91-a0d6-793efc9ef7d0,4.472958203022025,50.88453072793165,1930.0
e0658830-18ad-56aa-aaec-f56a602c6c4d,4.29361,50.86743,1082.0
eead91f5-1cd8-51c4-8564-7750de10cc04,4.43842,51.18221,2600.0
4adcbb3d-7883-4610-a58e-59680a4bb43b,3.2219553,51.205856,8000.0
8336500e-660e-5889-99c3-16b93095a291,4.32169,50.87431,1083.0
2280c2c1-c16c-4ac4-9a32-b930f1bd6bc6,4.0402681,50.9380249,9300.0
da7af681-026b-4349-95ea-0760fd01124e,4.1439551,51.1704312,9100.0
5a5d6c9f-c8b0-44dc-9118-060a4d40d1c0,3.2706,50.85006,8520.0
5472af03-772d-52c1-bdc5-90fc516e2d20,3.12366,51.31522,8370.0
71a0a31f-0ac6-4d90-93cb-16fe33fb9cbd,4.389784,51.208248,2000.0
85a8db84-de67-5338-b06e-575580d05966,3.23613,51.21069,8000.0
b9601516-0c7b-4f1e-8a41-0bdf1dac4014,4.44736,51.24506,2170.0
396bda9d-00fb-4813-97b5-893b3c57235e,4.51581,50.72455,1332.0
11992a55-40ff-4f3f-8007-e1b33d2e3890,4.43402,51.1998,2600.0
